<<<<<<< HEAD
Band Name,Genre,Country,Band Website,BA URL,Description,Video URL
HELLHAMMER - TRIUMPH OF DEATH,FIRST WAVE BLACK METAL,Switzerland,https://fischerisdead.blogspot.com,https://www.brutalassault.cz/cs/band/hellhammer-triumph-of-death,"nd
Styl: FIRST WAVE BLACK METAL
 oficiální stránky
V průběhu let bylo mnohokrát řečeno, že kultovní HELLHAMMER, kteří na počátku 80. let stáli u zrodu celé extrémně metalové scény, už nikdy nespatří světlo světa. Tom G. Warrior nedával fanouškům této legendy žadnou naději, že by kdy spatřili některou z legendárních skladeb jedné z nejdůležitějších kapel metalové historie naživo..  Až do dnes! Tom G. Warrior představuje TRIUMPH OF DEATH! Tento projekt je zasvěcen nejslavnějším ale i obskurním skladbám HELLHAMMER, které budou vůbec poprvé v historii této legendy hrány živě. TRIUMPH OF DEATH je zasvěcen co nějvěrnějšímu živému tributu legendárním HELLHAMMER a Brutal Assault bude jedna z výjimečných příležitostí, kde bude tento projekt možno vidět v plné síle.
",No Video
HEXIS,HARDCORE POST METAL,Denmark,https://hexisband.bandcamp.com/,https://www.brutalassault.cz/cs/band/hexis,"tyl: HARDCORE / POST-METAL
 oficiální stránky
Poslední kapela v tomto updatu pochází z živého podhoubí kodaňského undergroundu; HEXIS kombinují black metal s hardcorem a post-metalovými element už skoro deset let a konečně se představí našemu publiku.
",No Video
HIGHER POWER,HC,United Kingdom,http://higherpowerleeds.bandcamp.com,https://www.brutalassault.cz/cs/band/higher-power,"ngdom
Styl: HC
 oficiální stránky
						Britští HIGHER POWER hrají hardcore ovlivněný Crown Of Thornz nebo Merauder a jejich vzkaz je jasný: ""Hrajeme HC od mosherů pro moshery!""
",//www.youtube.com/embed/tvI2hiHhuQc
HYPOCRISY,DEATH METAL,Sweden, http://www.hypocrisy.cc,https://www.brutalassault.cz/cs/band/hypocrisy,"yl: DEATH METAL
 oficiální stránky
						Peter Tägtgren ze švédského hlavního města je sympatický workoholik a jedna z vedoucích osobností metalové scény, a toho nejen díky jeho domovským HYPOCRISY, projektu PAIN, ale zvukařské a producentské práci. Na BA letos zamíří právě s legendárními HYPOCRISY, kteří platí nejen za nestory švédské death metalové scény, ale také za kapelu, která patří do první ligy i v globále. Kapela má za více než 25 let existence na kontě již 13 alb a úspěšná turné po celém světě. Jejich poslední řadovka je End of Disclosure je jasně profesorský počin a to samé bude platit o jejich koncertě na BA! 


",//www.youtube.com/embed/MJsdZ2FR3WM
IMMOLATION,DEATH METAL,United States,http://www.facebook.com/immolation,https://www.brutalassault.cz/cs/band/immolation,"ates
Styl: DEATH METAL
 oficiální stránky
						I neanglicky mluvící jedinec musí akceptovat podvědomou fonetickou zlověstnost jména IMMOLATION. A fanoušci Brutal Assaultu vědí jak moc je tento podvědomý pocit podložený ještě zlověstnější realitou. IMMOLATION z New Yorku jsou již 30 let stálicí nejen světové death metalové scény, kterou ostatně pomáhali po celou dobu její existence utvářet, ale také stálicí Brutal Assaultu, na kterém čistou esenci death metalu předvádějí s železnou pravidelností. Není žádným tajemstvím, že IMMOLATION k našemu festivalu pojí nadstandardní přátelské vazby, avšak ty samotné by jim četná vystoupení nezajistily. V jednom songu nebo koncertu IMMOLATION je totiž více síry, originality a energie, než v celém katalogu některých death metalových vydavatelství. Schizofrenní disharmonické tritóny ale i klenuté a měkce znějící  melodiemi těchto legend death metalu zůstávájí nenapodobitelným originálem, na který se letos můžou fanoušci z celého světa na BA opět těšit. Toto je součást zlatého fondu BA.
						
					",No Video
IRON REAGAN,CROSSOVER THRASH,United States,https://www.facebook.com/IRONREAGAN/,https://www.brutalassault.cz/cs/band/iron-reagan,"ates
Styl: CROSSOVER THRASH
 oficiální stránky
						Přestože jméno kapely IRON REAGAN zavání politikou, byla by chyba považovat americkou crossover thrashovku za typickou angažovanou kapelu. Tak jako v Municipal Waste, „hlavní“ kapele frontmana Tonyho Foresty, je zde prioritou zhýralé pijanství a frustrace z usedlého okolí. Deska Crossover Ministry je nekompromisní jízdou, na které se jede podle osvědčeného mustru krátkých skladeb pod taktovkou kulometného tempa bicích, naštvaného řevu a tříakordových riffů s občasným divokým kytarovým sólem Phillipa Halla. 

Klíčový je ale humor, viz fantastická Fuck Your Neighbours, v níž kapela posílá do všech pekel souseda stěžujícího si na hlasitý večírek.
						
					",No Video
JINJER,GROOVE METAL,Ukraine,https://www.facebook.com/JinjerOfficial/,https://www.brutalassault.cz/cs/band/jinjer,"tyl: GROOVE METAL
 oficiální stránky
O groove parádu se postarají miláčci davu JINJER, s charismatickou Tatianou Shmailyuk za mikrofonem!
",//www.youtube.com/embed/SQNtGoM3FVU
JUNGLE ROT,DEATH THRASH,United States,https://www.facebook.com/igotjunglerot/,https://www.brutalassault.cz/cs/band/jungle-rot,"ates
Styl: DEATH THRASH
 oficiální stránky
						Death metaloví veteráni JUNGLE ROT letos opět přišli s albem, které připomíná krvavé bojiště. Dunivé bicí, devastující zvuk, k tomu riffy ostré jako čepele bajonetu. A samozřejmě chorobný death metalový murmur štěkající rozkazy.. Po kapelách jako JUNGLE ROT samozřejmě fanoušci nežádají žádná překvapení a těch se jim na eponymní novince také nedostává. Za to se jim však dostává toho, čeho si žádají - drtícího valivého death metalu hrnoucího masy fanoušků před sebou a tlačícího všechno před sebou do thrashového mlýnku na maso.
",//www.youtube.com/embed/pLJ1sgA1iAE
KRISIUN,DEATH METAL,Brazil,http://www.krisiun.com.br,https://www.brutalassault.cz/cs/band/krisiun,"yl: DEATH METAL
 oficiální stránky
KRISIUN na svojí současné již jedenácté desce Scourge Of The Enthroned nakukují i do jiných žánrů, ale zůstávají tvrdí, autentičtí a dokazují, že letité kapely nemusejí žít jen ze svého vybudovaného renomé. Brazilci makají a pořád dokážou strhnout. Brazilské bratrské trio se totiž od roku 1990 drží svého čertovského kopyta a za 28 let existence odmítají slevit, byť jen o píď, z nastoleného kurzu. Rychlopalebný peklařský death metal postavený na surových thrashových riffech ze zlaté éry 80. let, kdysi brazilská odpověď na staré Morbid Angel, teď už však kombo, které jde vlastní cestou.
",//www.youtube.com/embed/o2muNEUTGwE
LETTERS FROM THE COLONY,PROGRESSIVE METAL,Sweden,https://www.facebook.com/lettersfromthecolony/,https://www.brutalassault.cz/cs/band/letters-from-the-colony,"yl: PROGRESSIVE METAL
 oficiální stránky
Švédští progresivci, míchající různorodé elementy od death metalu, přes metalcore až po jazz a přicházející s osobitým a komplexním hybridem, který platí za pravý originál.
",//www.youtube.com/embed/IzcwEm355X0
LIONHEART,HC,United States, https://www.facebook.com/lionheartca/,https://www.brutalassault.cz/cs/band/lionheart,"ates
Styl: HC
 oficiální stránky
						Pokud prahnete po přímém a agresivním mladém hardcoru, který uctívá vše klasické, potom hledejte u LIONHEART, kteří momentálně obrážejí pódia se svojí novinkou Welcome to The West Coast Pt.II!

",//www.youtube.com/embed/n-YycDggStQ
MANES,AVANT GARDE,Norway,https://manes.no,https://www.brutalassault.cz/cs/band/manes,"yl: AVANT-GARDE
 oficiální stránky
MANES jsou absolutní lahůdka pro hudební fajnšmekry, kteří si potrpí na prvotřídní avantgardu a kteří hledají kvalitiní sonické zážitky ze světa za zrcadlem žánrových škatulek.
",//www.youtube.com/embed/q3gAhs3DQog
MESHUGGAH,TECHNICAL DJENT THRASH,Sweden,http://www.meshuggah.net,https://www.brutalassault.cz/cs/band/meshuggah,"yl: TECHNICAL DJENT THRASH
 oficiální stránky
MESHUGGAH jsou kapelou vskutku legendární. Krom jejich osobitého přístupu je na jejich stylu klíčový neuvěřitelný cit pro tempa, linearitu materiálu a především groove. Ten je silně odděluje od ostatních, MESHUGGAH prostě mají neuvěřitelně schopnou hybnou sílu, rozproudí krev i v mrtvole, a to ať hrají pomalu nebo svižně. Ať tuhle kapelu milujete nebo nenávidíte, musíte uznat, že od první do poslední vteřiny poslechu se nemůžete na nic soustředit, celou dobu sebou budete šít, budete se kroutit ze strany na stranu, nesoustředěně se houpat. A naživo Vám Meshu uvaří krev!
",//www.youtube.com/embed/qc98u-eGzlc
METAL CHURCH,HEAVY THRASH METAL,United States,https://metalchurchofficial.com,https://www.brutalassault.cz/cs/band/metal-church,"ates
Styl: HEAVY / THRASH METAL
 oficiální stránky
METAL CHURCH znamenají pro starší ročníky notnou dávku nostalgie.. Kapelu vyplivla bouřící rodící se metalová scéně západního pobřezí USA let osmdesátých, ve které si METAL CHURCH rychle vydobili místo. Jejich eponymní debut je zařadil k průkopníkům thrash metalu a i o víc než 35 let později se kapela může směle postavit po boku mladších ročníků a srhnout davy svým nadčasovým a stále svěžím mixem thrashe a amerického heavy metalu.
",//www.youtube.com/embed/nwMIgiD_SCQ
MGŁA,BLACK METAL,Poland,https://www.facebook.com/mglaofficial/,https://www.brutalassault.cz/cs/band/mgla,"yl: BLACK METAL
 oficiální stránky
Fanoušci BM se můžou těšit na návrat tolik specifického bezútěšného, pochmurného a nihilistického black metalu, který hraje jenom MGŁA. Těšit se můžete nejenom na koncert dost možná nejsehranější kapely v žánru, ale taky na nadcházející album. 
",//www.youtube.com/embed/iCAvAOFf0P8
MIDNIGHT,BLACK SPEED METAL,United States,https://www.facebook.com/Midnight-87909491643/,https://www.brutalassault.cz/cs/band/midnight,"ates
Styl: BLACK SPEED METAL
 oficiální stránky
MIDNIGHT z Ohia přistupují k metalu z druhé stránky než dnešní vyžehlení chlapci s navoskovanými kníry.. Metal v podání MIDNIGHT leze přímo z kanálu, ze špinavých zaplivaných koutů fantazie zvrhlíka. Jejich infekční špinavých rock’n’roll s příchutí první vlny black metalu let osmdesátých bude konečně dominovat metalovým masám na BA! You Can't Stop Steel!
",//www.youtube.com/embed/pG0NkesIc-Q
MONSTER MAGNET,PSYCHEDELIC ROCK,United States,http://www.zodiaclung.com,https://www.brutalassault.cz/cs/band/monster-magnet,"ates
Styl: PSYCHEDELIC ROCK
 oficiální stránky
Retro-rockoví vizionáři a veteráni MONSTER MAGNET strávili během svých začátků dost času potýkáním se s předsudky ohledně jejich stylu a image, ale se svým čtvrtým albem Powertrip konečně po zásluze vystřelili do výšin scény psychedelického rock'n'rollu!
",//www.youtube.com/embed/dscfeQOMuGw
MYRKUR,ATMO BLACK METAL FOLK,United States,http://www.myrkurmusic.com,https://www.brutalassault.cz/cs/band/myrkur,"ates
Styl:  ATMO BLACK METAL/FOLK
 oficiální stránky
						Po nadšených ovacích z posledního vystoupení, se vrací i lesní víla a black metalová diva MYRKUR, vytrhnout trn všem skeptikům! Zároveň její návrat budiž omluvou za její přerušené vystoupení z tohoto roku. 
",//www.youtube.com/embed/M9cNZQIzShc
NAPALM DEATH,GRIND CORE GODS,United Kingdom,http://www.napalmdeath.org,https://www.brutalassault.cz/cs/band/napalm-death,"ngdom
Styl: GRIND CORE GODS
 oficiální stránky
NAPALM DEATH si za těch více než 30 let existence vybudovali status legendy legend. Stojí za vznikem celého žánru, neustále objíždí celý svět, jednou vystupují jako headliner na hlavní stage Brutal Assaultu a za týden hrají pro pár stovek platících v zaplivaném kulturáku. NAPALM DEATH se ne a ne oposlouchat, i když se dost možná jedná o jednu z nejčastěji koncertujících zahraničních hvězd v ČR. Grindcore žije!
						
					",No Video
NECROS CHRISTOS,BLACK DEATH METAL,Germany,https://www.facebook.com/darknessdamnationdeath/,https://www.brutalassault.cz/cs/band/necros-christos,"tyl: BLACK DEATH METAL
 oficiální stránky
						Svůj debut si v hodině svojí smrti na BA odvedou také NECROS CHRISTOS, kteří se na svém finálním albu Domedon Doxomedon staví zcela proti zeitgeistu současné hard & heavy scény a zdi naší milované pevnosti naplní proudy ponurých tónů zmaru, smrti a ničení, jež se nepodobají ničemu jinému. 

						
					",No Video
NORDJEVEL,BLACK METAL,Norway,https://www.facebook.com/nordjevelofficial/,https://www.brutalassault.cz/cs/band/nordjevel,"yl: BLACK METAL
 oficiální stránky
						Skupinka ostřílených veteránů, kteří mají v resumé jména toho největšího kalibru (Morbid Angel, Dark Funeral, 1349, Ragnarok). Pódiím BA přijedou dominovat svým super-projektem NORDJEVEL, který má podobu hrubozrnného black metalu, který je poháněn jedním z nejšílenějších bubeníků na metalové scéně Nilsem 'Dominatorem' Fjellströmem.
						
					",No Video
THE OBSESSED,GODFATHERS OF DOOM,United States,https://www.facebook.com/TheObsessedOfficial/,https://www.brutalassault.cz/cs/band/the-obsessed,"ates
Styl: GODFATHERS OF DOOM
 oficiální stránky
						Kmotři a praotcové zasmušilého doom rockového žánru, s více jak čtyřiceti křížky na krku, kteří momentálně prožívají zmrtvýchvstání. THE OBSESSED založil v roce 1976 by Scott ""Wino"" Weinrich (Saint Vitus) a kapela se nyní po více jak čtyřiceti letech od založení vrací z mrtvých a poprvé přijede do Evropy. A vy budete při tom!
",//www.youtube.com/embed/OYHayc_mcsw
THE OCEAN,PROGRESSIVE METAL,Germany,https://www.facebook.com/theoceancollective/,https://www.brutalassault.cz/cs/band/the-ocean,"tyl: PROGRESSIVE METAL
 oficiální stránky
Berlínský hudební kolektiv se vrací s naprosto zásadním konceptuálním albem Phanerozoic!
",//www.youtube.com/embed/aur4RKAgbqE
OCEANS OF SLUMBER,PROGRESSIVE DARK METAL,United States,http://www.oceansofslumber.com,https://www.brutalassault.cz/cs/band/oceans-of-slumber,"ates
Styl: PROGRESSIVE DARK METAL
 oficiální stránky
						Texaští temní progresivci s nezaměnitelným hlasem Cammie Gilbert budou potěchou nejen pro milovníky zasněných tónů a emotivních melodií. 

",//www.youtube.com/embed/LSaf0ziSC_Y
OF MICE & MEN,AMERICAN METALCORE,United States,http://www.ofmiceandmenofficial.com,https://www.brutalassault.cz/cs/band/of-mice-men,"ates
Styl: AMERICAN METALCORE
 oficiální stránky
						Mix silných rockových melodií připomínající zlatou éru hard rocku s dokonale zapamatovatelnými propěvky a mladistvím elánem těchto amerických hvězd zajišťuje sakra silnou směsici moderního metalcoru přesně dělaného pro festivalové návštěvníky!

",//www.youtube.com/embed/IO-JbFtgeX4
PARKWAY DRIVE,METALCORE,Australia,https://parkwaydriverock.com,https://www.brutalassault.cz/cs/band/parkway-drive,"
Styl: METALCORE
 oficiální stránky
Ze zlatého pobřeží Austrálie se na vás nezadržitelně valí vlna metalcorové energie v podobě největší síly tohoto odlehlého kontinentu… PARKWAY DRIVE se vrací pro svoji korunu králů festivalových hymen! 
",//www.youtube.com/embed/WL_8ZY89dP4
PERFECITIZEN,HYPERBLAST DEATH GRIND,Czech Republic,http://www.perfecitizen.com,https://www.brutalassault.cz/cs/band/perfecitizen,"ublic
Styl: HYPERBLAST DEATH-GRIND
 oficiální stránky
PERFECITIZEN jsou náklep bez hranic. Náklep bez rychlostních hranic, náklep bez žánrových limitů, náklep s nadhledem a muzikantským citem. Nikdy si zde nemůžete být jisti, s čím na vás kapela v následující chvíli vyraší, ale nikdy to není za cenu šokantnosti. Všechny elementy v tvorbě mají logiku, zapadají do sebe a jsou kapelou drženy pod kontrolou. Připravte se na technický tech death grindcore té nejvšší světové úrovně!
",//www.youtube.com/embed/OVVmXB31EEg
PRIMORDIAL,CELTIC METAL,Ireland,https://www.primordialofficial.com,https://www.brutalassault.cz/cs/band/primordial,"tyl: CELTIC METAL
 oficiální stránky
Rok 2018 mapuje dvacátý sedmý rok kariéry PRIMORDIAL, kteří se vracejí se svým devátým počinem, nazvaným Exile Amongst The Ruins, na kterém neztratili ani kousek ze své vitality a energie. Nové album je sice více syrové a “old-schoolovější”, nicméně se nám znovu dostává klasického soundu PRIMORDIAL. Jedno je jisté - tato irská celtic folk / black metalová kapela bude nejen tuzemskými fanoušky přivítána s otevřenou náručí! 
",//www.youtube.com/embed/FpuwbyM5BKc
PRONG,CROSSOVER THRASH METAL,United States,http://prongband.com,https://www.brutalassault.cz/cs/band/prong,"ates
Styl: CROSSOVER THRASH METAL
 oficiální stránky
PRONG mají kořeny v nebezpečných špinavých ulicích východního New Yorku, kde začínali v dobách, kdy se ještě ani zdaleka nejednalo o vyčištěnou navoněnou část města jako dnes... Za svoji kariéru nasekali 12 studiových alb a 2 živáky a stovky našlapaných koncertů.. A nyní se vrací rozsekat josefovskou pevnost!
",//www.youtube.com/embed/MFNEcsxN5QA
RAISED FIST,HC,Sweden,http://www.raisedfist.com,https://www.brutalassault.cz/cs/band/raised-fist,"yl: HC
 oficiální stránky
RAISED FIST jsou jedněmi z nejzasloužilejších veteránů švédské hardcorové scény. jako takoví měli vliv na několik generací mladších kapel, ale zároveň jim respekt vyjadřují i takové legendy jako třeba Bruce Dickinson z Iron Maiden. RAISED FIST jsou dost možná nejprogresivnější hardocorovou kapelou současnosti, ale zároveň jsou kapelou, která tvrdě trvá na svých undergroundových principech a většinu festivalových nabídek od velkých akcí odmítají.. To se ovšem publika na BA netýká a RAISED FIST pro Vás radi přijedou zahrát znovu.
",//www.youtube.com/embed/hez7bGbutBs
ROTTING CHRIST,MELODIC BLACK METAL,Greece, http://www.rotting-christ.com,https://www.brutalassault.cz/cs/band/rotting-christ,"yl: MELODIC BLACK METAL
 oficiální stránky
						Řecké ikony melodic black metalu ROTTING CHRIST nastartovali svoji kariéru jako hrubý a neotesaný grindcore na přelomu 80. a 90. let, později propadli černému kovu bok po boku severských válečníků, jako například Immortal, se kterými v roce 1993 jeli první black metalové turné všech dob.

S každou další deskou se však od svého dosavadního, primitivního počínání odkláněli od oné mladické dravosti, stárli, moudřeli a dospívali, aby za sebou devadesátky nechal hluboko pohřbené.Rok 2002 se totiž nesl ve znamením nové éry ROTTING CHRIST, neboť v tento rok vydaná deska Genesis započala novou historii kapely. Od primitivní šílenosti a horší produkce se značně odklání k více melodiím, pestřejšímu a promyšlenějšímu pojetí extrémní muziky s příměsí folklóru, což je směr, který nakonec dokázali ROTTING CHRIST sfúzovat s black metalem a vytvořit tak svůj naprosto osobitý styl.
",No Video
SACRED REICH,THRASH METAL,United States,https://www.facebook.com/sacredreichofficial/,https://www.brutalassault.cz/cs/band/sacred-reich,"ates
Styl: THRASH METAL
 oficiální stránky
						Tahle legendární thrash metalová partička z arizonské pouště, která si vždy libovala v hustém riffingu a velmi kritických textech, patřila na sklonku osmdesátých let mezi největší naděje na americké metalové scéně. Přesně mezi takové, jaké tenkrát mohly s trochou štěstí navázat na úspěchy slovutné METALLICY. Zatímco debut Ignorance (1987) nabídl na tu dobu typický thrash metalový úprk, jeho plnohodnotný následovník – The American Way (1990) – stavěl zejména na riffech ve středním tempu a čitelné struktuře skladeb.Album The American Way (1990) slavilo velké úspěchy na obou stranách Atlantiku a přineslo kapele nemalá uznání od fanoušků i odborné kritiky. Odměnou pro SACRED REICH bylo v polovině následujícího roku společné evropské turné po boku brazilské SEPULTURY. V následujících letech zažila americká rocková, potažmo metalová scéna mnohá dobře známá zemětřesení a tak i SACRED REICH ve své hudbě počali zdůrazňovat valivé hutné riffy po vzoru PANTERY. V roce 1992 přichází do kapely vynikající bubeník Dave McClain, se kterým však SACRED REICH ještě vydali dvě alba – Independent (1993) a Heal (1996), která mají mírný „hardcore“ nádech a nezpochybnitelné kvality.
",No Video
SAOR,SYMPHONIC BLACK METAL,United Kingdom,http://www.saormusic.com,https://www.brutalassault.cz/cs/band/saor,"ngdom
Styl: SYMPHONIC BLACK METAL
 oficiální stránky
						Skot Andy Marshall tvoří pod názvem SAOR výpravné a zádumčivé hudební kulisy pro osamělé toulky zamlženou, deštivou a zvlněnou krajinou skotské vysočiny.
",//www.youtube.com/embed/W9bMRTvmvQQ
SHAPE OF DESPAIR,FUNERAL DOOM,Finland, http://www.shapeofdespair.com,https://www.brutalassault.cz/cs/band/shape-of-despair,"tyl: FUNERAL DOOM
 oficiální stránky
						Chlad a chmur k nám přivezou jak jinak než z Finska funeral doomoví SHAPE OF DESPAIR, které jsme mohli na BRUTAL ASSAULT naposled spatřit před šesti lety a kteří se k nám vrací s fenomenálním albem Monotony Fields. 
",//www.youtube.com/embed/RDjlL6SWdn0
SICK OF IT ALL,NY HC,United States,https://www.sickofitall.com/,https://www.brutalassault.cz/cs/band/sick-of-it-all,"ates
Styl: NY/HC
 oficiální stránky
						Dalšími oceňovanými legendami jejich žánru, kteří se u nás letos představí jsou vodící světla newyorského hardcoru SICK OF IT ALL s historií sahající až do roku 1986. O víc jak tři dekády později nejeví známky zpomalování či změkčování a stále patří k tomu nejlepšímu co NY/HC nabízí a totéž platí o jejich energií nabitých koncertech. 
",//www.youtube.com/embed/lblN4I0rzNU
SKELETAL REMAINS,DEATH METAL,United States,https://www.facebook.com/SkeletalRemainsDeathMetal/,https://www.brutalassault.cz/cs/band/skeletal-remains,"ates
Styl: DEATH METAL
 oficiální stránky
						Kalifornští SKELETAL REMAINS se dostali do popředí scény rozvíjející odkaz poctivého oldschool death metalu a to jak díky svému hráčskému umu, energickému živému hraní tak tvůrčím odkazováním se na legendy, jako Death, Pestilence, Gorguts, Obituary a mnoho dalších. S jejich nesmírně našlapaným novým albem Devouring Mortality se SKELETAL REMAINS vracejí získat zpět to co jim patří, a to sice josefovskou pevnost!
",//www.youtube.com/embed/jss2oSGJ604
SLAPSHOT,HARDCORE,United States,https://www.facebook.com/SlapshotBoston/,https://www.brutalassault.cz/cs/band/slapshot,"ates
Styl: HARDCORE
 oficiální stránky
						Nesmrtelní veteráni bostonského hardcoru!


",//www.youtube.com/embed/nVq4k156QYs
SLÆGT,BLACKENED HEAVY METAL,Denmark,https://www.facebook.com/Slaegt/,https://www.brutalassault.cz/cs/band/slaegt,"tyl: BLACKENED HEAVY METAL
 oficiální stránky
						Můžete se těšit na vycházející hvězdu dánské scény SLÆGT a na jejich epické pojetí blackened heavy metalu bez jakýchkoliv žánrových omezení.
",//www.youtube.com/embed/a6ghAqe-ayE
SODOM,THRASH METAL,Germany,http://www.sodomized.info,https://www.brutalassault.cz/cs/band/sodom,"tyl: THRASH METAL
 oficiální stránky
						Začněme s průkopníky thrashe a členy teutonské velké čtyřky s kořeny v roce 1981 a novou sestavou SODOM! Do jejich sestavy se vrací Frank Blackfire (ex-Sodom, ex-Kreator, nebo Assassin), který s kapelou natočil stěžejní alba Persecution Mania a Agent Orange nebo živák Mortal Way Of Live. V kapele navíc poprvé za jejich téměř čtyřicetiletou historii přibyl druhý kytarista, a tak se můžete těšit na zbrusu nový zvuk těchto legend!
",//www.youtube.com/embed/gvv8j5OCFQY
SOILWORK,MELODIC GROOVE METAL,Sweden,https://www.soilwork.org,https://www.brutalassault.cz/cs/band/soilwork,"yl: MELODIC GROOVE METAL
 oficiální stránky
Švédská metalová eminence SOILWORK se zrodila v roce 1995, v Helsingborgu, z rukou kytaristy Petera Wicherse a zpěváka Björna “Speed” Strida. Unikátní mix melodického metalu vyeskaloval do strmých výšin, nejvíce na uznávané desce Natural Born Chaos, produkované věhlasným Devinem Townsendem. I přes několik personálních změn, pokračují SOILWORK svojí cestu úspěšně již dvacet let a nyní, se svým novým nadmíru pozitivně hodnoceným albem Verligheten si SOILWORK podmaní i josefovskou pevnost!
",No Video
TAAKE,BLACK METAL,Norway,https://www.facebook.com/taakeofficial/,https://www.brutalassault.cz/cs/band/taake,"yl: BLACK METAL
 oficiální stránky
						Studená norská mlha zažírající se pod kůži a rozklepavájící všechny kosti v těle chladem se na vás přihrne ze sedmi kopci obklopeného Bergenu.. Tento starobylý přístav hostil jednu z největších kolonií lepry v Evropě a dodnes chrlí do světa chorobný black metal. Z jeho zmaru trčí jako maják sedm nahrávek TAAKE, které reflektují severské tradice, ale zároveň znějí v záplavě kopírek norského zvuku svěže a osobitě. TAAKE patří k absolutní špičce žánru a i živě mají neskutečnou formu, což můžou potvrdit i návštěvníci jejich nedávného pražského koncertu.
						
					",No Video
TANKARD,ALCOHOLIC THRASH METAL,Germany,http://www.tankard.info,https://www.brutalassault.cz/cs/band/tankard,"tyl: ALCOHOLIC THRASH METAL
 oficiální stránky
TANKARD s 6,66% alkoholu v krvi se chzstají na BA rozbalit svůj alkoholický thrash! Opilecké hymny zazní jak z jejich nejnovějšího počinu Hymns for the Drunk (2018), tak dojde na hity z jejich více jak třicetileté kariéry.
",//www.youtube.com/embed/NK6c58ZkJBo
TAPHOS,DEATH METAL,Denmark,https://www.facebook.com/taphosdeath/,https://www.brutalassault.cz/cs/band/taphos,"tyl: DEATH METAL
 oficiální stránky
						Dánské TAPHOS zplodila stejná undergroundová scéna, která zplodila kapely jako Undergang, Mold nebo Phrenelith. TAPHOS se věnují death metalu tak, jak ho znali fanoušci pionýrů toho žánru na obou stranách Atlantiku na počátku 90. let. TAPHOS se tak daří kombinovat jak americké a skandinávské elementy, tak pradávný shnilý sound s pocitem čerstvé energie, kterou do žánru přináší.
",//www.youtube.com/embed/IYIycFKkPtU
TESTAMENT,BAY AREA THRASH METAL,United States,https://www.testamentlegions.com/site/,https://www.brutalassault.cz/cs/band/testament,"ates
Styl: BAY AREA THRASH METAL
 oficiální stránky
TESTAMENT nejsou jenom thrashová legenda. Krom toho, že umí napsat prakticky jakoukoli skladbu, tak, aby obsahovala silný moment, nějakou melodii a měla pevnou konstrukci, mají za mikrofonem Chucka Billyho. Tedy pana zpěváka, který, když se do toho opře, urve ze silnice první vrstvu, a naopak když si tón vychutná, rozpustí se i šlehačka v celý cukrárně. Ale pozor, ani za cenu toho, že by se vám zvedl žaludek. Zpěváků, jako je on, totiž na planetě mnoho nepobíhá. To samé ale platí i pro samotný TESTAMENT. Ti nikdy nebyli nemyslící, účelovou rubanicí, ale thrash metal v jejich podání má profesorský nadhled. Na BA přijedou s aktuální našlapanou deskou Brotherhood of the Snake a rozhodně se máte na co těšit.
",//www.youtube.com/embed/OeIgFsU0x4I
THERION,SYMPHONIC METAL,Sweden,http://therion.se,https://www.brutalassault.cz/cs/band/therion,"yl: SYMPHONIC METAL
 oficiální stránky
						Stejně THERION s kořeny v roce 1987 patří již k veteránům. V počátcích kapela patřila k tomu nejkreativnějšímu ve švédském death metalovém podhoubí, ale postupně se transformovali a s přelomovým albem Theli začali ztělesňovat symfonický až operní metal. A právě se speciálním setem k tomu přelomovému albu letos THERION přijedou i na Brutal.
",//www.youtube.com/embed/2ZQ0BsNi24A
THY ART IS MURDER,DEATHCORE,Australia,https://www.thyartismurder.net,https://www.brutalassault.cz/cs/band/thy-art-is-murder,"
Styl: DEATHCORE
 oficiální stránky
						Australské brutalisty THY ART IS MURDER, kteří jsou momentálně jednou z nejžhavějších kapel na poli moderního death metalu / metalcoru uvítá Brutal už poněkolikáté, takže je všem zúčastněným jasné, na jak strašný masakr je potřeba se připravit.
",//www.youtube.com/embed/hf04EYSifjE
TOSKA,PROGRESSIVE METAL,United Kingdom,https://www.toska.tv,https://www.brutalassault.cz/cs/band/toska,"ngdom
Styl: PROGRESSIVE METAL
 oficiální stránky
						Tohle britské trio uhrane josefovskou pevnost svým novátorským přístupem a progresivními melodiemi svého čerstvého alba Fire By The Silos. Připravte se na poslechový multidimenzionální výlet, který vás provede pestrou skladatelskou škálou, která je u tak mladých muzikantů obdivuhodná.
",//www.youtube.com/embed/ttVCQKdz56M
UNFATHOMABLE RUINATION,BRUTAL DEATH METAL,United Kingdom,http://unfathomableruination.bandcamp.com,https://www.brutalassault.cz/cs/band/unfathomable-ruination,"ngdom
Styl: BRUTAL DEATH METAL
 oficiální stránky
						Britská brutal death metalová úderka UNFATHOMABLE RUINATION se jako čepel skalpelu zaryla do srdcí všech fanoušků maniakálního brutálního death metalu už svou prvotinou Misshapen Congenital Entrophy. Postupem času se však kapela vyvíjela ještě dál a čerpala vlivy od temných disharmonických kapel jako třeba Ulcerate, nebo klasik typu Monstrosity, proto můžete očekávat víc, než jen běžný kanální BDM výlev.
						
					",No Video
